Row #;Tour (Tour__r.Name);Program;Day;Optie;Doel km;Gematchte CSV route;Verschil (km);Hoogtemeters;Zekerheid
1454;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 4:  Bernkastel-Kues – Neumagen – Schweich | Schweich –Trier;Optie 2;54;Schweich - Bernkastel-Kues 55 km ENG 2026;0,49;358,3;Hoog
1455;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 5: Trier – Saarburg;Optie 1;28;Cochem - Treis-Garden (loop via wine tasting) 27 km ENG 2026;0,82;213,5;Laag (niet toegepast)
1456;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 6: Saarburg – Remich;Optie 1;45;Thionville - Remich 45 km ENG 2026;0,54;254,3;Hoog
1456;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 6: Saarburg – Remich;Optie 2;53;Richemont - Remich 52 km ENG 2026;1,15;269,6;Redelijk
1457;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 7: Remich – Schengen | Schengen – Schengen;Optie 1;50;Remich - Saarburg (via river) 48 km ENG 2026;2,03;317,3;Redelijk
1462;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 3: Schengen – Remich;Optie 1;41;Remich - Saarburg (via Mannebach) 40 km ENG 2026;1,21;470,7;Redelijk
1462;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 3: Schengen – Remich;Optie 2;49;Richemont - Remich 52 km ENG 2026;2,85;269,6;Redelijk
1463;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 4: Remich – Saarburg;Optie 1;40;Saarburg - Trier (Pfalzel / Ostkai) 38 km ENG 2026;2,32;230,4;Redelijk
1463;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 4: Remich – Saarburg;Optie 2;48;Remich - Saarburg (via river) 48 km ENG 2026;0,03;317,3;Hoog
1464;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 5: Saarburg – Trier;Optie 1;32;Saarburg - Trier (centre) (via Igel) 34 km ENG 2026;1,47;208,3;Redelijk
1465;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 6: Trier – Schweich | Schweich – Neumagen – Bernkastel-Kues;Optie 1;27;Saarburg - Trier (centre) 28 km ENG 2026;1,3;174,7;Redelijk
1465;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 6: Trier – Schweich | Schweich – Neumagen – Bernkastel-Kues;Optie 2;53;Schweich - Bernkastel-Kues 55 km ENG 2026;1,49;358,3;Redelijk
1466;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 7: Bernkastel-Kues – Traben-Trarbach – Zell on the Moselle;Optie 1;45;Bernkastel-Kues - Zell 45 km ENG 2026;0,01;260,4;Hoog
1467;9 days Cochem – Metz or v.v.;9 days Metz - Cochem;Day 8: Zell – Beilstein – Cochem;Optie 1;39;Zell - Cochem 39 km ENG 2026;0,22;301,1;Hoog
1470;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 2: Copenhagen – Humlebaek – Helsingør;Optie 1;48;Copenhagen - Helsingør 49 km DEU 2026;0,57;255;Hoog
1471;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 3: Helsingør–Hornbaek–Esrum–Helsingør| ship sails to Helsingborg;Optie 1;28;Helsingør (Schleife) 27 km DEU 2026;0,6;169,2;Hoog
1471;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 3: Helsingør–Hornbaek–Esrum–Helsingør| ship sails to Helsingborg;Optie 2;45;Helsingør (Schleife) 46 km DEU 2026;0,88;332,7;Hoog
1472;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 4: Helsingborg – Landskrona | Ferry to Ven | Ven roundtour;Optie 1;28;Helsingborg - Landskrona 27 km DEU 2026;0,76;163,2;Hoog
1472;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 4: Helsingborg – Landskrona | Ferry to Ven | Ven roundtour;Optie 2;38;Køge - Viking Museum & Vallo (loop) (CCW) 35 km ENG 2026;1,65;187,3;Laag (niet toegepast)
1474;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 6: Rødvig – Stevns Klint – Køge or roundtour Køge – Stevns Klint – Køge |;Optie 2;58;Køge - Stevns Klint (Schleife) 62 km DEU 2026;4,13;221;Redelijk
1475;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 7: Malmö : city + outskirts roundtour or Malmö – Lund – Lomma – Malmö;Optie 1;26;Malmö (Schleife) 27 km DEU 2026;0,72;131,6;Hoog
1475;Sail & Bike Denmark and Sweden;Denmark & Sweden;Day 7: Malmö : city + outskirts roundtour or Malmö – Lund – Lomma – Malmö;Optie 2;49;Køge - Viking Museum & Vallo (loop) (CCW) 46 km ENG 2026;2,72;222,8;Laag (niet toegepast)
1494;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 2: Medemblik, roundtour | Medemblik – Den Oever – Texel;Optie 1;28;Medemblik (loop) 28 km ENG 2026;0,36;70,8;Hoog
1494;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 2: Medemblik, roundtour | Medemblik – Den Oever – Texel;Optie 2;40;Enkhuizen - Medemblik (via Twisk) 40 km ENG 2026;0,46;96,3;Hoog
1495;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 3: Texel, roundtrip from/to Oudeschild;Optie 1;43;Texel (loop ferry) 43 km ENG 2026;0,37;139,8;Hoog
1495;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 3: Texel, roundtrip from/to Oudeschild;Optie 2;49;Texel (loop ferry) 49 km ENG 2026;0,52;151,3;Hoog
1497;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 5: Terschelling roundtrip | sailing Terschelling – Harlinge;Optie 1;42;Terschelling (loop) 42 km ENG 2026;0,19;150,6;Hoog
1498;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 6: Harlingen – Franeker – Makkum;Optie 1;48;Stavoren - Makkum (via Bolsward) 49 km ENG 2026 Self Guided;0,86;120,9;Redelijk
1498;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 6: Harlingen – Franeker – Makkum;Optie 2;58;Texel (loop Oudeschild, full circle) 53 km ENG 2026;4,79;173,3;Laag (niet toegepast)
1499;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 7: Makkum – Stavoren | Stavoren - Enkhuizen;Optie 1;32;Stavoren loop (via Rijs & Bakhuzen) 31km ENG;0,4;110,8;Hoog
1499;Islandhopping Netherlands Premium;Program: Frisian Sea Premium;Day 7: Makkum – Stavoren | Stavoren - Enkhuizen;Optie 2;49;Makkum - Stavoren 49 km ENG 2026;0,03;130,6;Hoog
1502;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 2: Lagny-sur-Marne;Optie 1;22;Lagny (loop via Champs-sur-Marne) 23 km ENG 2026;0,71;108,6;Hoog
1502;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 2: Lagny-sur-Marne;Optie 2;42;Meaux - Lagny (gravel) 41 km ENG 2026;1,01;232,1;Redelijk
1503;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 3: Lagny-sur-Marne – Meaux;Optie 1;22;Lagny (loop via castles) 24 km 2026;1,95;206,9;Redelijk
1503;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 3: Lagny-sur-Marne – Meaux;Optie 2;42;Meaux - Lagny (tarmac) 40 km ENG 2026;1,54;231,2;Redelijk
1504;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 4: Meaux – La Ferté-sous-Jouarre;Optie 1;30;La Ferte - Meaux 29 km ENG 2026;1,06;307,7;Redelijk
1505;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 5: La-Ferté-sous-Jouarre – Château-Thierry;Optie 1;40;Château-Thierry - La Ferté 40 km ENG 2026;0,08;403,3;Hoog
1505;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 5: La-Ferté-sous-Jouarre – Château-Thierry;Optie 2;57;Château-Thierry - La Ferté 58 km ENG 2026;1,07;535,7;Redelijk
1506;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 6: Château-Thierry – Dormans – Epernay;Optie 1;35;Epernay - Dormans (low) 33 km ENG 2026;2,15;148,3;Redelijk
1506;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 6: Château-Thierry – Dormans – Epernay;Optie 2;55;Epernay - Mont-St-Pierre (high) 54 km ENG 2026;1,47;446,7;Redelijk
1507;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 7: Epernay round tour;Optie 1;17;Epernay (loop, flat via Ay & Mareuil-sur-Ay) 18 km ENG 2026;0,93;70,4;Hoog
1507;France: 8d Paris – Epernay or v.v.;Paris - Epernay;Day 7: Epernay round tour;Optie 2;26;Epernay (loop via winelands, Ay & Mareuil-sur-Ay) 26 km ENG 2026;0,46;181,4;Hoog
1510;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 2: Epernay round tour;Optie 1;19;Epernay (loop via winelands & Ay) 21 km ENG 2026;2,29;172,7;Redelijk
1510;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 2: Epernay round tour;Optie 2;26;Epernay (loop via winelands, Ay & Mareuil-sur-Ay) 26 km ENG 2026;0,46;181,4;Hoog
1511;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 3: Epernay – Dormans – Château-Thierry;Optie 1;35;Dormans - Epernay (high) 36 km ENG 2026;1,37;292,7;Redelijk
1511;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 3: Epernay – Dormans – Château-Thierry;Optie 2;50;Mont-St-Pierre - Epernay (high) 54 km ENG 2026;2,96;485,4;Redelijk
1512;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 4: Château-Thierry – La-Ferté-sous-Jouarre;Optie 1;40;La Ferté - Château-Thierry 40 km ENG 2026;0,26;408,6;Hoog
1512;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 4: Château-Thierry – La-Ferté-sous-Jouarre;Optie 2;44;Dormans - Epernay (high - challenging) 44 km ENG 2026;0,3;644,8;Laag (niet toegepast)
1513;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 5: La Ferté-sous-Jouarre – Meaux;Optie 1;30;Dormans - Epernay (low) 32 km ENG 2026;1,89;126,5;Laag (niet toegepast)
1513;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 5: La Ferté-sous-Jouarre – Meaux;Optie 2;52;Meaux - La Ferté 52 km ENG 2026;0,33;661,2;Hoog
1514;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 6: Meaux – Paris, Lagny-sur-Marne;Optie 1;24;Lagny (loop via castles) 24 km 2026;0,05;206,9;Hoog
1514;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 6: Meaux – Paris, Lagny-sur-Marne;Optie 2;45;Lagny - Meaux 45km dag 3  ENG 2026;0,21;317,8;Hoog
1515;France: 8d Paris – Epernay or v.v.;Epernay - Paris;Day 7: Lagny-sur-Marne – Paris;Optie 1;38;Lagny - Meaux (tarmac) 39 km ENG 2026;1,31;250,1;Redelijk
1518;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 2: Paris – Bougival | Bike tour around L’Île des Impressionnistes;Optie 1;25;Lagny (loop via castles) 24 km 2026;1,05;206,9;Laag (niet toegepast)
1519;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 3: Bougival – Auvers-sur-Oise;Optie 1;42;Lagny - Meaux (gravel) 40 km ENG 2026;1,58;246,5;Laag (niet toegepast)
1519;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 3: Bougival – Auvers-sur-Oise;Optie 2;46;Lagny - Meaux 45km dag 3  ENG 2026;1,21;317,8;Laag (niet toegepast)
1520;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 4: Auvers-sur-Oise – Beaumont | Beaumont – Pont-Sainte-Maxence;Optie 1;45;Dormans - Epernay (high - challenging) 44 km ENG 2026;0,7;644,8;Laag (niet toegepast)
1521;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 5: Pont-Sainte-Maxence – Compiègne;Optie 1;52;Mont-St-Pierre - Epernay (high) 54 km ENG 2026;0,96;485,4;Laag (niet toegepast)
1522;France: 8d Paris – Epernay or v.v.;Paris - Soissons;Day 6: Compiègne – Soissons;Optie 1;50;Meaux - La Ferté 52 km ENG 2026;1,67;661,2;Laag (niet toegepast)
1527;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 3: Soissons – Compiègne;Optie 1;50;Meaux - La Ferté 52 km ENG 2026;1,67;661,2;Laag (niet toegepast)
1528;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 4: Compiègne – Pont-Sainte-Maxence;Optie 1;45;Lagny - Meaux 45km dag 3  ENG 2026;0,21;317,8;Laag (niet toegepast)
1528;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 4: Compiègne – Pont-Sainte-Maxence;Optie 2;55;La Ferté - Château-Thierry 58 km ENG 2026;3,05;532,7;Laag (niet toegepast)
1529;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 5: Pont-Sainte-Maxence – Creil | Creil – Beaumont | Beaumont – Auvers-sur-Oi;Optie 1;40;La Ferté - Château-Thierry 40 km ENG 2026;0,26;408,6;Laag (niet toegepast)
1529;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 5: Pont-Sainte-Maxence – Creil | Creil – Beaumont | Beaumont – Auvers-sur-Oi;Optie 2;54;Mont-St-Pierre - Epernay (high) 54 km ENG 2026;1,04;485,4;Laag (niet toegepast)
1530;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 6: Auvers-sur-Oise – Bougival;Optie 1;42;Lagny - Meaux (gravel) 40 km ENG 2026;1,58;246,5;Laag (niet toegepast)
1530;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 6: Auvers-sur-Oise – Bougival;Optie 2;46;Dormans - Epernay (high - challenging) 44 km ENG 2026;1,7;644,8;Laag (niet toegepast)
1531;France: 8d Paris – Epernay or v.v.;Soissons - Paris;Day 7: Bougival / Rueil – Paris | Bike tour around L’Île des Impressionnistes an;Optie 1;25;Lagny (loop via castles) 24 km 2026;1,05;206,9;Laag (niet toegepast)
1534;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 2: St. Goar – Bacharach – Bingen – Rüdesheim;Optie 1;30;Sankt Goar - Rüdesheim (via Bacharach & Bingen) 32 km DEU 2026;1,92;197;Redelijk
1535;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 3: Rüdesheim – Mainz;Optie 1;35;Mainz - Winningen - Burg Eltz - Treis- Karden (über Alken) 36 km DEU 2026;1,03;397;Redelijk
1535;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 3: Rüdesheim – Mainz;Optie 2;43;Mainz - Winningen - Burg Eltz - Treis - Karden (über Eltz) 40 km DEU 2026;3,69;405,2;Redelijk
1536;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 4: Mainz – Winningen | Winningen – Treis-Karden;Optie 1;40;Rüdesheim - Mainz 39 km DEU 2026;0,98;393,7;Hoog
1537;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 5: Treis-Karden – Zell | Zell – Bernkastel-Kues;Optie 1;45;Zell - Bernkastel - Kues 45 km DEU 2026;0,95;326;Hoog
1538;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 6: Bernkastel-Kues – Zell | Zell – Cochem;Optie 1;41;Zell - Cochem 37 km DEU 2026;0,07;266,9;Hoog
1539;Rhine and Moselle: Koblenz – Koblenz;Program Koblenz - Koblenz;Day 7: Cochem – Lehmen | Lehmen – Koblenz;Optie 1;20;Lehmen - Kobern - Winningen - Koblenz 20 km DEU 2026;0,32;139,3;Hoog
1542;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 2: St. Goar – Rüdesheim;Optie 1;30;Sankt Goar - Rüdesheim (via Bacharach & Bingen) 32 km DEU 2026;1,92;197;Redelijk
1543;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 3: Rüdesheim – Mainz;Optie 1;35;Mainz - Winningen - Burg Eltz - Treis- Karden (über Alken) 36 km DEU 2026;1,03;397;Redelijk
1543;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 3: Rüdesheim – Mainz;Optie 2;43;Mainz - Winningen - Burg Eltz - Treis - Karden (über Eltz) 40 km DEU 2026;3,69;405,2;Redelijk
1544;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 4: Mainz – St. Goar | St. Goar – Oberlahnstein;Optie 1;30;Rüdesheim - Mainz 34 km DEU 2026;3,56;187,3;Redelijk
1544;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 4: Mainz – St. Goar | St. Goar – Oberlahnstein;Optie 2;45;Zell - Bernkastel - Kues 45 km DEU 2026;0,95;326;Laag (niet toegepast)
1545;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 5: Oberlahnstein – Lehmen | Lehmen – Cochem;Optie 1;40;Zell - Cochem 37 km DEU 2026 kopie Marc;0,87;262,7;Redelijk
1546;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 6: Cochem – Zell;Optie 1;50;Cochem - Koblenz 51 km DEU 2026;1,33;359;Redelijk
1547;Rhine and Moselle: Koblenz – Koblenz;Program: Koblenz - Koblenz 2027;Day 7: Zell – Lehmen | Lehmen – Koblenz;Optie 1;20;Lehmen - Kobern - Winningen - Koblenz 20 km DEU 2026;0,32;139,3;Hoog
1550;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 2: Aschaffenburg – Freudenberg;Optie 1;48;Aschaffenburg - Miltenberg 40 km ENG 2026;1,35;365,8;Redelijk
1551;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 3: Freudenberg – Wertheim | Wertheim – Lohr;Optie 1;40;Haßfurt - Bamberg 40km ENG 2026;1,27;300,9;Laag (niet toegepast)
1551;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 3: Freudenberg – Wertheim | Wertheim – Lohr;Optie 2;45;Wertheim - Lohr 44 km ENG 2026;0,09;347,3;Hoog
1552;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 4: Lohr – Karlstadt |  Karlstadt – Wurzburg;Optie 1;30;Karlstadt - Würzburg - 34 km ENG 2026;4,31;254,6;Redelijk
1554;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 6: Kitzingen – Dettelbach | (Kitzingen -) Dettelbach – Schweinfurt;Optie 2;60;Kitzingen - Schweinfurt 60 km ENG 2026;0,38;362,3;Hoog
1555;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 7: Schweinfurt – Haßfurt | Haßfurt – Bamberg;Optie 1;35;Würzburg - Marktbreit 29 km ENG 2026;2,28;205,1;Laag (niet toegepast)
1555;Aschaffenburg-Bamberg or v.v.;Program: Aschaffenburg-Bamberg;Day 7: Schweinfurt – Haßfurt | Haßfurt – Bamberg;Optie 2;40;Haßfurt-Bamberg 40 km Eng 2026 ;1,44;296,1;Redelijk
1558;Aschaffenburg-Bamberg or v.v.;Program: Bamberg - Aschaffenburg;Day 2: Bamberg – Haßfurt | Haßfurt – Schweinfurt;Optie 2;40;Haßfurt - Bamberg 40km ENG 2026;1,27;300,9;Redelijk
1559;Aschaffenburg-Bamberg or v.v.;Program: Bamberg - Aschaffenburg;Day 3: Schweinfurt – Stammheim – Kitzingen;Optie 2;60;Kitzingen - Schweinfurt 60 km DEU 2026;0,48;349,7;Hoog
1560;Aschaffenburg-Bamberg or v.v.;Program: Bamberg - Aschaffenburg;Day 4: Kitzingen – Würzburg;Optie 1;40;Würzburg - Kitzingen 40 km DEU 2026;0,4;245,6;Hoog
1561;Aschaffenburg-Bamberg or v.v.;Program: Bamberg - Aschaffenburg;Day 5: Würzburg – Karlstadt | Karlstadt – Lohr;Optie 1;30;Karlstadt - Würzburg - 30 km DEU 2026;0,42;168,7;Hoog
1563;Aschaffenburg-Bamberg or v.v.;Program: Bamberg - Aschaffenburg;Day 7: Freudenberg – Aschaffenburg;Optie 1;50;Aschaffenburg - Freudenberg 50 km DEU 2026;0,1;252;Hoog
1566;Springtime Tour: Tulips and Dutch Highlights;Program: Springtime Semi-Guided;Day 2: Hoorn – Enkhuizen;Optie 1;40;Noordwijk - Cruquis - Noordwijk;0,24;162,5;Laag (niet toegepast)
1568;Springtime Tour: Tulips and Dutch Highlights;Program: Springtime Semi-Guided;Day 4: Alkmaar – Alkmaar;Optie 1;33;Akersloot - Akersloot 31km by Hortus 2024;1,82;106,7;Laag (niet toegepast)
1569;Springtime Tour: Tulips and Dutch Highlights;Program: Springtime Semi-Guided;Day 5: Alkmaar – Zaandam | Zaandam - Haarlem;Optie 1;38;Akersloot - De Rijp - Schermerhoorn - Akersloot ENG 2024;0,2;109,5;Laag (niet toegepast)
1571;Springtime Tour: Tulips and Dutch Highlights;Program: Springtime Semi-Guided;Day 7: Haarlem – Amsterdam;Optie 1;31;Akersloot - Beach- Hortus - Akersloot ;0,71;107,8;Laag (niet toegepast)
1586;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 1: Bruges;Optie 1;22;Bruges - Damme (loop) 22 km ENG 2026;0,44;64,2;Hoog
1587;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 2: Bruges – Moerbrugge | Moerbrugge – Deinze;Optie 1;47;Moerbrugge - Deinze 47 km ENG 2026;0,43;214,4;Hoog
1587;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 2: Bruges – Moerbrugge | Moerbrugge – Deinze;Optie 2;58;Moerbrugge - Deinze 58 km ENG 2026;0,05;278,7;Hoog
1588;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 3: Deinze – Waregem | Waregem – Kortrijk – Menen;Optie 1;48;Waregem - Kortrijk - Menen (via Flanders Field) 48 km ENG 2026;0,2;218,4;Hoog
1588;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 3: Deinze – Waregem | Waregem – Kortrijk – Menen;Optie 2;52;Waregem - Kortrijk - Menen 52 km ENG 2026;0,21;257;Hoog
1589;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 4: Menen – Lille;Optie 1;36;Menen - Lille 36 km ENG 2026;0,41;148,6;Hoog
1589;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 4: Menen – Lille;Optie 2;58;Menen - Lille (via Tyne Cot) 58 km ENG 2026;0,28;301,9;Hoog
1590;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 5: Lille – Don | Don – Arleux;Optie 1;51;Don - Arleux (via Lewarde) 51 km ENG 2026;0,4;229,1;Hoog
1590;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 5: Lille – Don | Don – Arleux;Optie 2;56;Don - Arleux (via Lens) 56 km ENG 2026;0,32;284,2;Hoog
1591;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 6: Arleux – Havrincourt;Optie 1;41;Arleux - Havrincourt (via Masnière) 41 km ENG 2026;0,3;274,3;Hoog
1591;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 6: Arleux – Havrincourt;Optie 2;53;Arleux - Havrincourt (via Vaucelles) 53 km ENG 2026;0,14;426;Hoog
1592;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 7: Havrincourt – Ytres | Ytres – Cappy;Optie 1;46;Ytres - Péronne - Cappy 46 km ENG 2026;0,27;311,9;Hoog
1593;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 8: Cappy – Corbie;Optie 1;44;Cappy - Corbie 44 km ENG 2026;0,42;336,6;Hoog
1593;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 8: Cappy – Corbie;Optie 2;54;Cappy - Corbie (via Thiepval) 54 km ENG 2026;0,11;423,5;Hoog
1594;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 9: Corbie – Amiens;Optie 1;29;Corbie - Amiens 29 km ENG 2026;0,1;218,1;Hoog
1594;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 9: Corbie – Amiens;Optie 2;53;Corbie - Amiens (via Moreuil) 53 km ENG 2026;0,07;446,9;Hoog
1596;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 11: Amiens – Samara;Optie 1;42;Samara - Long 39 km ENG 2026;4;390;Redelijk
1596;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 11: Amiens – Samara;Optie 2;51;Amiens - Samara 51 km ENG 2026;0,44;302;Hoog
1597;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 12: Samara – La Breilloire Breilloire – Long;Optie 1;39;Amiens - Samara 42 km ENG 2026;2,96;273,1;Redelijk
1598;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 13: Long – Abbeville;Optie 1;57;Long - Abbeville 57 km ENG 2026;0,52;371,7;Hoog
1599;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 14: Abbeville – Saint-Valéry-sur-Somme – Abbeville;Optie 1;47;Abbeville - Saint-Valery (loop) 47 km ENG 2026;0,3;296,4;Hoog
1599;Through Flanders Fields and along the Somme;Program Bruges - Abbeville;Day 14: Abbeville – Saint-Valéry-sur-Somme – Abbeville;Optie 2;68;Abbeville - Saint-Valery (loop) 68 km ENG 2026;0,07;360,7;Hoog
1602;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 2: Abbeville – Saint-Valéry-sur-Somme – Abbeville;Optie 1;47;Abbeville - Saint-Valery (loop) 47 km ENG 2026;0,3;296,4;Hoog
1602;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 2: Abbeville – Saint-Valéry-sur-Somme – Abbeville;Optie 2;68;Abbeville - Saint-Valery (loop) 68 km ENG 2026;0,07;360,7;Hoog
1603;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 3: Abbeville – Long;Optie 1;57;Abbeville - Long 57 km ENG 2026;0,54;375,7;Hoog
1604;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 4: Long – La Breilloire | La Breilloire – Samara;Optie 1;39;Long - Samara 39 km ENG 2026;0,49;358,8;Hoog
1605;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 5: Samara – Amiens;Optie 1;16;Samara - Amiens 16 km ENG 2026;0,39;87,5;Hoog
1606;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 6: Amiens – Corbie;Optie 1;28;Amiens - Corbie 28 km ENG 2026;0,02;213,5;Hoog
1606;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 6: Amiens – Corbie;Optie 2;52;Amiens - Corbie (via Moreuil) 52 km ENG 2026;0,08;448;Hoog
1607;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 7: Corbie – Cappy;Optie 1;44;Corbie - Cappy 44 km ENG 2026;0,2;343,5;Hoog
1607;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 7: Corbie – Cappy;Optie 2;54;Corbie - Cappy (via Thiepval) 54 km ENG 2026;0,25;431,8;Hoog
1608;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 8: Cappy – Péronne – Havrincourt;Optie 1;41;Frise - Péronne - Ytres 41 km ENG 2026;0,37;333,5;Redelijk
